path,kind,qualname,name,action,simplifiable,lines,refs,dup_count,core_api,in_tests,reason,evidence
runner/_util.py,function,_is_truthy,_is_truthy,KEEP,否,7,14,1,False,False,规模≈7 行；引用次数≈14（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/_util.py:9; kind=function; refs≈14; lines≈7
runner/bootstrap.py,function,_normalize_bootstrap_applied_env_paths,_normalize_bootstrap_applied_env_paths,KEEP,否,57,2,1,False,False,规模≈57 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/bootstrap.py:155; kind=function; refs≈2; lines≈57
runner/bootstrap.py,function,_is_sensitive_key,_is_sensitive_key,INLINE,是,12,2,1,False,False,规模≈12 行；引用次数≈2（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/bootstrap.py:209; kind=function; refs≈2; lines≈12
runner/bootstrap.py,function,_redact_env,_redact_env,INLINE,是,17,2,1,False,False,规模≈17 行；引用次数≈2（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/bootstrap.py:223; kind=function; refs≈2; lines≈17
runner/bootstrap.py,function,_as_optional_int,_as_optional_int,SIMPLIFY,部分,17,4,1,False,False,规模≈17 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/bootstrap.py:237; kind=function; refs≈4; lines≈17
runner/bootstrap.py,function,_coerce_cmds,_coerce_cmds,KEEP,否,53,3,1,False,False,规模≈53 行；引用次数≈3（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/bootstrap.py:256; kind=function; refs≈3; lines≈53
runner/bootstrap.py,function,_normalize_bootstrap_mapping,_normalize_bootstrap_mapping,SIMPLIFY,部分,21,3,1,False,False,规模≈21 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/bootstrap.py:311; kind=function; refs≈3; lines≈21
runner/bootstrap.py,function,load_bootstrap_spec_with_diagnostics,load_bootstrap_spec_with_diagnostics,KEEP,否,78,7,0,False,False,规模≈78 行；引用次数≈7（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/bootstrap.py:339; kind=function; refs≈7; lines≈78
runner/bootstrap.py,function,load_bootstrap_spec,load_bootstrap_spec,KEEP,否,12,5,0,False,False,规模≈12 行；引用次数≈5（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/bootstrap.py:419; kind=function; refs≈5; lines≈12
runner/bootstrap.py,function,run_bootstrap,run_bootstrap,KEEP,否,111,11,0,False,False,规模≈111 行；引用次数≈11（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/bootstrap.py:445; kind=function; refs≈11; lines≈111
runner/contract_hints.py,class,ContractHints,ContractHints,KEEP,否,9,5,0,False,False,规模≈9 行；引用次数≈5（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_hints.py:13; kind=class; refs≈5; lines≈9
runner/contract_hints.py,function,_strip_prompt_prefix,_strip_prompt_prefix,SIMPLIFY,部分,16,4,1,False,False,规模≈16 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/contract_hints.py:29; kind=function; refs≈4; lines≈16
runner/contract_hints.py,function,_looks_like_command,_looks_like_command,SIMPLIFY,部分,32,2,1,False,False,规模≈32 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/contract_hints.py:70; kind=function; refs≈2; lines≈32
runner/contract_hints.py,function,_iter_md_paths,_iter_md_paths,INLINE,是,11,3,1,False,False,规模≈11 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/contract_hints.py:103; kind=function; refs≈3; lines≈11
runner/contract_hints.py,function,_iter_workflow_paths,_iter_workflow_paths,INLINE,是,14,3,1,False,False,规模≈14 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/contract_hints.py:116; kind=function; refs≈3; lines≈14
runner/contract_hints.py,function,_yaml_safe_load,_yaml_safe_load,INLINE,是,13,3,1,False,False,规模≈13 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/contract_hints.py:132; kind=function; refs≈3; lines≈13
runner/contract_hints.py,function,_extract_workflow_run_scripts,_extract_workflow_run_scripts,SIMPLIFY,部分,30,2,1,False,False,规模≈30 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/contract_hints.py:148; kind=function; refs≈2; lines≈30
runner/contract_hints.py,function,_split_script_lines,_split_script_lines,INLINE,是,13,2,1,False,False,规模≈13 行；引用次数≈2（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/contract_hints.py:180; kind=function; refs≈2; lines≈13
runner/contract_hints.py,function,_join_with_continuations,_join_with_continuations,SIMPLIFY,部分,22,2,1,False,False,规模≈22 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/contract_hints.py:195; kind=function; refs≈2; lines≈22
runner/contract_hints.py,function,_extract_workflow_candidates,_extract_workflow_candidates,KEEP,否,61,2,1,False,False,规模≈61 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_hints.py:232; kind=function; refs≈2; lines≈61
runner/contract_hints.py,function,_tokenize_hint,_tokenize_hint,INLINE,是,11,3,1,False,False,规模≈11 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/contract_hints.py:281; kind=function; refs≈3; lines≈11
runner/contract_hints.py,function,_extract_anchors,_extract_anchors,KEEP,否,102,4,1,False,False,规模≈102 行；引用次数≈4（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_hints.py:298; kind=function; refs≈4; lines≈102
runner/contract_hints.py,function,suggest_contract_hints,suggest_contract_hints,KEEP,否,92,12,0,False,False,规模≈92 行；引用次数≈12（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_hints.py:403; kind=function; refs≈12; lines≈92
runner/contract_provenance.py,function,_file_meta,_file_meta,SIMPLIFY,部分,14,5,1,False,False,规模≈14 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/contract_provenance.py:11; kind=function; refs≈5; lines≈14
runner/contract_provenance.py,function,snapshot_contract_files,snapshot_contract_files,KEEP,否,38,10,0,False,False,规模≈38 行；引用次数≈10（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_provenance.py:34; kind=function; refs≈10; lines≈38
runner/contract_provenance.py,function,_normalize_rel_to_repo,_normalize_rel_to_repo,INLINE,是,17,3,1,False,False,规模≈17 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/contract_provenance.py:67; kind=function; refs≈3; lines≈17
runner/contract_provenance.py,function,extract_tool_written_paths,extract_tool_written_paths,KEEP,否,24,2,0,False,False,规模≈24 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_provenance.py:87; kind=function; refs≈2; lines≈24
runner/contract_provenance.py,function,_status,_status,SIMPLIFY,部分,16,4,1,False,False,规模≈16 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/contract_provenance.py:112; kind=function; refs≈4; lines≈16
runner/contract_provenance.py,function,changed_paths,changed_paths,KEEP,否,10,4,0,False,False,规模≈10 行；引用次数≈4（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_provenance.py:130; kind=function; refs≈4; lines≈10
runner/contract_provenance.py,function,build_contract_provenance_report,build_contract_provenance_report,KEEP,否,62,8,0,False,False,规模≈62 行；引用次数≈8（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_provenance.py:142; kind=function; refs≈8; lines≈62
runner/contract_provenance.py,function,dump_provenance,dump_provenance,KEEP,否,7,6,0,False,False,规模≈7 行；引用次数≈6（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_provenance.py:206; kind=function; refs≈6; lines≈7
runner/contract_repair.py,function,_read_text_tail,_read_text_tail,KEEP,否,9,22,1,False,False,规模≈9 行；引用次数≈22（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_repair.py:15; kind=function; refs≈22; lines≈9
runner/contract_repair.py,function,_build_contract_validation_snapshot,_build_contract_validation_snapshot,SIMPLIFY,部分,28,2,1,False,False,规模≈28 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/contract_repair.py:27; kind=function; refs≈2; lines≈28
runner/contract_repair.py,function,_bootstrap_artifacts_tail,_bootstrap_artifacts_tail,KEEP,否,51,3,1,False,False,规模≈51 行；引用次数≈3（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_repair.py:62; kind=function; refs≈3; lines≈51
runner/contract_repair.py,function,_bootstrap_artifacts_tail._mtime,_mtime,KEEP,否,9,6,0,False,False,规模≈9 行；引用次数≈6（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/contract_repair.py:83; kind=function; refs≈6; lines≈9
runner/contract_repair.py,function,repair_contract,repair_contract,SIMPLIFY,部分,304,10,0,False,False,规模≈304 行；引用次数≈10（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/contract_repair.py:134; kind=function; refs≈10; lines≈304
runner/env.py,function,_now_run_id,_now_run_id,INLINE,是,6,3,1,False,False,规模≈6 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/env.py:38; kind=function; refs≈3; lines≈6
runner/env.py,function,_resolve_path,_resolve_path,SIMPLIFY,部分,6,5,1,False,False,规模≈6 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:46; kind=function; refs≈5; lines≈6
runner/env.py,function,_resolve_llm,_resolve_llm,SIMPLIFY,部分,38,2,1,False,False,规模≈38 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:59; kind=function; refs≈2; lines≈38
runner/env.py,function,_resolve_run_root,_resolve_run_root,SIMPLIFY,部分,11,5,1,False,False,规模≈11 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:94; kind=function; refs≈5; lines≈11
runner/env.py,function,_inject_openai_base_compat,_inject_openai_base_compat,SIMPLIFY,部分,22,2,1,False,False,规模≈22 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:113; kind=function; refs≈2; lines≈22
runner/env.py,function,_runtime_openai_config,_runtime_openai_config,SIMPLIFY,部分,26,2,1,False,False,规模≈26 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:132; kind=function; refs≈2; lines≈26
runner/env.py,function,_verification_errors_summary,_verification_errors_summary,INLINE,是,18,3,1,False,False,规模≈18 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/env.py:160; kind=function; refs≈3; lines≈18
runner/env.py,function,_hf_parquet_qa_rows,_hf_parquet_qa_rows,SIMPLIFY,部分,34,2,1,False,False,规模≈34 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:180; kind=function; refs≈2; lines≈34
runner/env.py,function,_hf_parquet_qa_question_samples,_hf_parquet_qa_question_samples,KEEP,否,43,2,1,False,False,规模≈43 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env.py:216; kind=function; refs≈2; lines≈43
runner/env.py,function,_validate_rollout_samples,_validate_rollout_samples,SIMPLIFY,部分,165,10,1,False,False,规模≈165 行；引用次数≈10（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:280; kind=function; refs≈10; lines≈165
runner/env.py,function,_validate_rollout_samples._norm_ws,_norm_ws,SIMPLIFY,部分,6,4,0,False,False,规模≈6 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:346; kind=function; refs≈4; lines≈6
runner/env.py,class,EnvSession,EnvSession,KEEP,否,465,15,0,False,False,规模≈465 行；引用次数≈15（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env.py:434; kind=class; refs≈15; lines≈465
runner/env.py,method,EnvSession._audit_mode,_audit_mode,SIMPLIFY,部分,9,4,0,False,False,规模≈9 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:460; kind=method; refs≈4; lines≈9
runner/env.py,method,EnvSession._set_llm,_set_llm,INLINE,是,9,2,0,False,False,规模≈9 行；引用次数≈2（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/env.py:470; kind=method; refs≈2; lines≈9
runner/env.py,method,EnvSession._apply_llm_overrides,_apply_llm_overrides,SIMPLIFY,部分,24,2,0,False,False,规模≈24 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:481; kind=method; refs≈2; lines≈24
runner/env.py,method,EnvSession._base_overrides,_base_overrides,SIMPLIFY,部分,31,3,0,False,False,规模≈31 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:505; kind=method; refs≈3; lines≈31
runner/env.py,method,EnvSession._apply_runtime_env_inference_overrides,_apply_runtime_env_inference_overrides,SIMPLIFY,部分,21,3,0,False,False,规模≈21 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:537; kind=method; refs≈3; lines≈21
runner/env.py,method,EnvSession._maybe_teardown,_maybe_teardown,INLINE,是,14,3,0,False,False,规模≈14 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/env.py:559; kind=method; refs≈3; lines≈14
runner/env.py,method,EnvSession.rollout,rollout,KEEP,否,121,3,0,True,False,公共 API/关键编排点；规模≈121 行；引用次数≈3（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env.py:574; kind=method; refs≈3; lines≈121
runner/env.py,method,EnvSession._evaluation,_evaluation,SIMPLIFY,部分,168,1,0,False,False,规模≈168 行；引用次数≈1（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env.py:696; kind=method; refs≈1; lines≈168
runner/env.py,method,EnvSession.evaluate,evaluate,KEEP,否,28,6,0,True,False,公共 API/关键编排点；规模≈28 行；引用次数≈6（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env.py:865; kind=method; refs≈6; lines≈28
runner/env.py,function,setup,setup,KEEP,否,87,28,0,True,False,公共 API/关键编排点；规模≈87 行；引用次数≈28（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env.py:925; kind=function; refs≈28; lines≈87
runner/env_local.py,function,_classify_opencode_transport_error,_classify_opencode_transport_error,SIMPLIFY,部分,22,4,1,False,False,规模≈22 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env_local.py:31; kind=function; refs≈4; lines≈22
runner/env_local.py,class,EnvHandle,EnvHandle,KEEP,否,14,19,0,False,False,规模≈14 行；引用次数≈19（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:61; kind=class; refs≈19; lines≈14
runner/env_local.py,class,RolloutCallResult,RolloutCallResult,KEEP,否,15,12,0,False,False,规模≈15 行；引用次数≈12（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:78; kind=class; refs≈12; lines≈15
runner/env_local.py,class,EvaluationCallResult,EvaluationCallResult,KEEP,否,16,13,0,False,False,规模≈16 行；引用次数≈13（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:96; kind=class; refs≈13; lines≈16
runner/env_local.py,class,DeployCallResult,DeployCallResult,KEEP,否,16,5,0,False,False,规模≈16 行；引用次数≈5（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:115; kind=class; refs≈5; lines≈16
runner/env_local.py,function,_default_artifacts_dir,_default_artifacts_dir,KEEP,否,12,7,1,False,False,规模≈12 行；引用次数≈7（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:133; kind=function; refs≈7; lines≈12
runner/env_local.py,function,_list_opencode_models,_list_opencode_models,SIMPLIFY,部分,32,4,1,False,False,规模≈32 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env_local.py:147; kind=function; refs≈4; lines≈32
runner/env_local.py,function,_resolve_model,_resolve_model,KEEP,否,62,3,1,False,False,规模≈62 行；引用次数≈3（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:181; kind=function; refs≈3; lines≈62
runner/env_local.py,function,open_env,open_env,SIMPLIFY,部分,287,9,0,False,False,规模≈287 行；引用次数≈9（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env_local.py:273; kind=function; refs≈9; lines≈287
runner/env_local.py,function,open_env._write_scaffold_provenance,_write_scaffold_provenance,KEEP,否,22,6,0,False,False,规模≈22 行；引用次数≈6（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:303; kind=function; refs≈6; lines≈22
runner/env_local.py,function,_merge_env,_merge_env,KEEP,否,14,9,1,False,False,规模≈14 行；引用次数≈9（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:534; kind=function; refs≈9; lines≈14
runner/env_local.py,function,_stage_only_pipeline,_stage_only_pipeline,KEEP,否,59,5,1,False,False,规模≈59 行；引用次数≈5（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:558; kind=function; refs≈5; lines≈59
runner/env_local.py,function,rollout,rollout,KEEP,否,61,190,0,False,False,规模≈61 行；引用次数≈190（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:618; kind=function; refs≈190; lines≈61
runner/env_local.py,function,evaluate,evaluate,KEEP,否,68,34,0,False,False,规模≈68 行；引用次数≈34（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:681; kind=function; refs≈34; lines≈68
runner/env_local.py,function,rollout_and_evaluate,rollout_and_evaluate,KEEP,否,80,9,0,False,False,规模≈80 行；引用次数≈9（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:751; kind=function; refs≈9; lines≈80
runner/env_local.py,function,with_env_vars,with_env_vars,KEEP,否,15,2,0,False,False,规模≈15 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:829; kind=function; refs≈2; lines≈15
runner/env_local.py,function,with_runtime_env_path,with_runtime_env_path,KEEP,否,12,6,0,False,False,规模≈12 行；引用次数≈6（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:843; kind=function; refs≈6; lines≈12
runner/env_local.py,function,deploy,deploy,KEEP,否,90,84,0,False,False,规模≈90 行；引用次数≈84（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:868; kind=function; refs≈84; lines≈90
runner/env_local.py,function,deploy_teardown,deploy_teardown,KEEP,否,63,22,0,False,False,规模≈63 行；引用次数≈22（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:958; kind=function; refs≈22; lines≈63
runner/eval_audit.py,function,audit_eval_script_for_hardcoded_nonzero_score,audit_eval_script_for_hardcoded_nonzero_score,KEEP,否,37,9,0,False,False,规模≈37 行；引用次数≈9（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/eval_audit.py:13; kind=function; refs≈9; lines≈37
runner/eval_audit.py,function,_looks_like_python_exec,_looks_like_python_exec,SIMPLIFY,部分,27,3,1,False,False,规模≈27 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/eval_audit.py:47; kind=function; refs≈3; lines≈27
